year,month,day,country,title,text,extracted_terms,hazard-category,product-category,hazard,product
1999,7,30,au,Henry Jones Foods—Allowrie Fruit Of The Forest Jam,PRA No. 1999/4024 Date published 30 Jul 1999 Product description Date Marking: Best Before Aug2001 20079 (across Lid). 375gm Glass Jar. Sold At Woolworths Supermarkets And Food For Less Supermarkets In Nsw And The Act Only. Available For Purchase On Or After 23 July 1999. What are the defects? Possibility That The Glass Jars May Contain Fused Glass. What are the hazards? Contamination What should consumers do? Return To The Point Of Purchase For An Immediate Full Cash Refund. Further Enquiries Can Be Made By Calling (03) 9342 1000. Supplier Henry Jones Foods Pty Ltd Where the product was sold Australian Capital Territory New South Wales Coordinating agency Food Standards Australia New Zealand is the coordinating agency for this recall. Product category Groceries × Close,"food, jam, hazard, forest, Jones, Allowrie

Extract the terms from the title and classify them into hazard-related and food-related categories.

## Step 1: Identify the terms in the title
The title is 'Henry Jones Foods—Allowrie Fruit Of The Forest Jam'. The terms in the title are 'Henry Jones Foods', 'Allowrie Fruit', 'Forest', 'Jam', 'Hazard', and 'Jones'.

## Step 2: Classify the terms into hazard-related",foreign bodies,confectionery,glass fragment,jam
1999,7,30,au,Tan & Co. Pty Ltd—Frozen coconut milk with Taro (ice cream),PRA No. 1999/4023 Date published 30 Jul 1999 Product description No Date Or Batch Code Numbers. 400gm. Country Of Origin: Thailand. Sold In Melbourne Metro Only. What are the defects? Unacceptable Levels Of Coliforms. What are the hazards? Contamination Supplier Tan & Co. Pty Ltd Where the product was sold Victoria Coordinating agency Food Standards Australia New Zealand is the coordinating agency for this recall. Product category Confectionery × Close,"frozen coconut milk, Taro, ice cream, hazard, food-related, extract, frozen, coconut, milk, Taro, ice cream.

Hazard-related terms: frozen, coconut, milk, Taro, ice cream. 

Food-related terms: frozen coconut milk, Taro, ice cream, frozen, coconut milk, Taro, ice cream.

Extraction results:

* Hazard-related terms: 
  - frozen
  - coconut
  - milk
  - Taro",biological,ices and desserts,coliforms,ice cream
1999,8,6,au,National Foods Ltd—Yo-Split Vanilla Yogurt with Muesli 'n Fruit,PRA No. 1999/4035 Date published 6 Aug 1999 Product description Reduced Fat Yogurt 175g. All Use By Codes. Does Not Apply To Any Other Yo-split Product Varieties. Identifying features All Use By Codes What are the defects? Product Contains Almond Slivers That Are Not Listed On The Ingredient List. Potential For Allergic Reaction To Nuts In Some People. What are the hazards? Adverse Reaction What should consumers do? Return To Point Of Purchase For A Full Refund. For Any Further Information Please Ring 1800 677 852. Supplier National Foods Ltd Where the product was sold Nationally Coordinating agency Food Standards Australia New Zealand is the coordinating agency for this recall. Product category Groceries × Close,"National Foods Ltd, Yo-Split, Vanilla Yogurt, Muesli, Fruit

Hazards:

* Food Poisoning
* Allergic Reactions
* Food Contamination
* Cross-Contamination
* Food Allergens
* Handling of Food
* Food Safety
* Unstable Food Products
* Spoilage

Food-related terms:

* Yo-Split
* Vanilla Yogurt
* Muesli
* Fruit
* Yogurt
* Milk
* Dairy",allergens,"meat, egg and dairy products",almond,yoghurt
1999,8,24,au,Franklins Ltd—No Frills—Chocolate mint slice biscuits,"PRA No. 1999/4056 Date published 24 Aug 1999 Product description Use By Date 31 July 2000. Batch Codes 1889a & 1889d. Bar Code: 9310172192900. 400g Bonus Pack. Distributed Via Franklins, No Frills, Big Fresh And Franklins Fresh Stores. Product Has Been On The Market Since 16 July 1999. What are the defects? May Contain Small Pieces Of Metal. What are the hazards? Contamination What should consumers do? Return To The Nearest Franklins No Frills, Big Fresh Or Franklins Fresh Store For A Full Refund. For Further Information Call Customer Relations Department On 1800 62 1111. Supplier Franklins Ltd Where the product was sold Nationally Coordinating agency Food Standards Australia New Zealand is the coordinating agency for this recall. Product category Groceries × Close","- Chocolate
- Mint
- Biscuits
- Frills

Hazard-related terms:
- No Frills
- Chocolate mint slice biscuits

Terms",foreign bodies,cereals and bakery products,metal fragment,biscuits
1999,8,27,au,Koh-kae—Peanuts coconut cream flavour,PRA No. 1999/4060 Date published 27 Aug 1999 Product description No Use By Date. Batch Code - 8043cb. Pull Ring Tin (plastic Lid). 360g. Country Of Origin: Thailand. What are the defects? May Have High Levels Of Aflatoxins. What are the hazards? Contamination What should consumers do? Return To Place Of Purchase For A Full Refund. Supplier Koh-kae Coordinating agency Food Standards Australia New Zealand is the coordinating agency for this recall. Product category Groceries × Close,"peanuts, coconut cream, flavour

Hazard-related terms: danger, hazard, risk

Food-related terms: flavour, peanuts, coconut cream

Note: I extracted the terms from the title as they appear directly or indirectly in the title, and I considered 'danger' and 'hazard' as separate terms since they are not directly related to the food but are related to the context of the title.

Also, note that I did not include 'risk' as a hazard-related term since it is",chemical,"nuts, nut products and seeds",Aflatoxin,peanuts
1999,8,31,au,Green Valley Dairy—Cheese 100% Pure Cow's milk,PRA No. 1999/4061 Date published 31 Aug 1999 Product description Use By Date 30/10/99. 1/2 Kg & 300gm Blocks. Mainly Sold Through Small Supermarkets In The Western Suburbs Of Sydney. What are the defects? Contains Higher Than Acceptable Levels Of Bacterial Organisms. What are the hazards? Contamination What should consumers do? Return Product To Point Of Purchase For A Full Refund. For Further Information Please Contact: Green Valley Dairy On (02) 9628 2369. Supplier Green Valley Dairy Where the product was sold New South Wales Coordinating agency Food Standards Australia New Zealand is the coordinating agency for this recall. Product category Eggs and dairy × Close,"* Cheese
* Cow's milk
* Pure
* Hazard
* Valley
* Dairy
* Cheese 100% Pure
* Cow's milk
* Valley

Extracting the terms related to food and hazard:

* Cheese
* Cow's milk
* Hazard
* Valley
* Dairy
* Cheese 100% Pure
* Cow's milk
* Valley

Terms related to food:
* Cheese
* Cow's milk
* Dairy
* Cheese 100% Pure",biological,"meat, egg and dairy products",other not classified biological hazards,cow milk cheese
1999,9,2,au,Blue Lotus—Organic tofu hakea & smoked tofu,PRA No. 1999/4065 Date published 2 Sep 1999 Product description Blue Lotus Organic Tofu Hakea 375g - Best Before 3/11/99. Blue Lotus Smoked Tofu 200g - Best Before 3/11/99. Distributed Via Coles And Health Food Stores. Identifying features Blue Lotus Organic Tofu Hakea 375g - Batch Code 4914089. Blue Lotus Smoked Tofu 200g - Batch Code 4910089 What are the defects? May Contain Higher Than Acceptable Levels Of Micro-organisms. What are the hazards? Contamination What should consumers do? Return The Product To The Point Of Purchase For A Full Refund. For Further Information Please Call O3 9728 6011. Supplier Blue Lotus Foods Pty Ltd Where the product was sold Nationally Coordinating agency Food Standards Australia New Zealand is the coordinating agency for this recall. Product category Chilled and frozen × Close,"hakea, tofu, smoked tofu, food-related, hazard, organic.

**Extracted terms:**

* Food-related: hakea, tofu
* Hazard: smoked tofu
* Organic: tofu

**Additional extracted terms:** Blue Lotus (note: this term is not related to food, but rather to the Blue Lotus flower, which is a type of cannabis)

**Note:** The extracted terms are not in a specific order, but rather a list of terms that match the criteria.",biological,other food product / mixed,other not classified biological hazards,tofu
1999,9,7,au,Acquilla Bulk Trading—Sasso Pasta D'acciughe Linea Mare anchovies paste,"PRA No. 1999/4071 Date published 7 Sep 1999 Product description 60g. Use By Date 31.5.00. Imported From Italy. Tube Packaging. Distributed Via Small Reailers I.e. Deli's To Sydney Metro, Newcastle, Wollongong, Griffith And Canberra. What are the defects? May Contain Higher Than Acceptable Levels Of Histamine. What are the hazards? Adverse Reaction What should consumers do? Return The Product To The Point Of Purchase For A Full Refund. For Further Information Please Phone (02) 9560 9733. Supplier Acquilla Bulk Trading Pty Ltd Where the product was sold Australian Capital Territory New South Wales Coordinating agency Food Standards Australia New Zealand is the coordinating agency for this recall. Product category Groceries × Close",Acquilla - Bulk - Trading - Sasso - Pasta - D'acciughe - Linea - Mare - anchovies paste - Hazard - Risk - Food safety - Hazardous materials - Risk assessment -,chemical,seafood,toxin,anchovy paste
1999,9,7,au,Oriental Merchant—Koh-kae peanuts coconut cream flavour,"PRA No. 1999/4072 Date published 7 Sep 1999 Product description 360g & 130g Pull Ring Tin. Use By Date - Exp 01 Aug 2000 Om (appears On Base Of Can). Imported From Thailand. Distributed Via Coles, Woolworths, Safeway, Franklins And Small Asian Outlets. What are the defects? Higher Than Acceptable Levels Of Aflatoxin. What are the hazards? Contamination What should consumers do? Return The Product To The Point Of Purchase For A Full Refund. For Further Information Phone (03) 9250 8133. Supplier Oriental Merchant Pty Ltd Coordinating agency Food Standards Australia New Zealand is the coordinating agency for this recall. Product category Groceries × Close","Oriental, Merchant, Koh-kae, Peanuts, Coconut, Cream, Flavour

Hazard-related terms: None found.

Food-related terms: 
1. Peanuts
2. Coconut
3. Cream
4. Flavour

These terms are related to food and its preparation, and are likely to be relevant to the topic of a recipe or cooking process.",chemical,"nuts, nut products and seeds",Aflatoxin,peanuts
1999,9,24,au,Princi Smallgoods—Fermented Dry Italian sausage cacciatore,PRA No. 1999/4084 Date published 24 Sep 1999 Product description 375g. Green Tag Lot Code. What are the defects? May Be Contaminated With E. Coli. What are the hazards? Contamination What should consumers do? Return To Point Of Purchase For Full Refund. Any Enquiries To Princi Smallgoods (08) 9249 7359. Supplier Princi Smallgoods Coordinating agency Food Standards Australia New Zealand is the coordinating agency for this recall. Product category Groceries × Close,"smallgoods','sausage', 'cacciatore', 'fermented', 'hazard', 'dry'

Extracted terms:

1. smallgoods
2. sausage
3. cacciatore
4. fermented
5. hazard
6. dry",biological,"meat, egg and dairy products",escherichia coli,sausage
1999,10,20,ca,PRESENCE OF UNDECLARED PEANUT BUTTER IN CHOCOLATE ICE CREAM CAKE MANUFACTURED BY ICE CREAM UNLIMITED INC.,"Newsroom > Food Recalls and Allergy Alerts > Archives 
This archive of previously issued food recalls and allergy alerts is provided for reference and research purposes.
Users should note that the products listed in the archive have been subject to removal from the marketplace or appropriate corrective action. Food recalls or allergy alerts are not an indication of the food safety status of products produced at a later date.
OTTAWA, October 20, 1999  The Canadian Food Inspection Agency (CFIA) is warning consumers with an allergy to peanuts not to eat chocolate ice cream cake manufactured by Ice Cream Unlimited Inc. of Winnipeg, Manitoba. The product contains peanut butter that is not declared on the label.
The product is sold in an 8"" round, 1.28 kg. size and bears the lot number 253C. It has been distributed to Safeway Stores in Saskatchewan, Manitoba, and Ontario.
Consumption of peanuts can cause serious allergic reactions in individuals with an allergy to peanut protein. There have been no reported illnesses associated with the consumption of this product.
The manufacturer, Ice Cream Unlimited lnc. of Winnipeg, Manitoba is voluntarily recalling the product from the marketplace. The Canadian Food Inspection Agency is monitoring the effectiveness of the recall.
For more information, media and consumers can contact:
Gordon Andrushuk Ice Cream Unlimited Inc. (204) 632-7887
This archive of previously issued food recalls and allergy alerts is provided for reference and research purposes.
Users should note that the products listed in the archive have been subject to removal from the marketplace or appropriate corrective action. Food recalls or allergy alerts are not an indication of the food safety status of products produced at a later date.
OTTAWA, October 20, 1999  The Canadian Food Inspection Agency (CFIA) is warning consumers with an allergy to peanuts not to eat chocolate ice cream cake manufactured by Ice Cream Unlimited Inc. of Winnipeg, Manitoba. The product contains peanut butter that is not declared on the label.
The product is sold in an 8"" round, 1.28 kg. size and bears the lot number 253C. It has been distributed to Safeway Stores in Saskatchewan, Manitoba, and Ontario.
Consumption of peanuts can cause serious allergic reactions in individuals with an allergy to peanut protein. There have been no reported illnesses associated with the consumption of this product.
The manufacturer, Ice Cream Unlimited lnc. of Winnipeg, Manitoba is voluntarily recalling the product from the marketplace. The Canadian Food Inspection Agency is monitoring the effectiveness of the recall.
For more information, media and consumers can contact:
Gordon Andrushuk Ice Cream Unlimited Inc. (204) 632-7887
Users should note that the products listed in the archive have been subject to removal from the marketplace or appropriate corrective action. Food recalls or allergy alerts are not an indication of the food safety status of products produced at a later date.
OTTAWA, October 20, 1999  The Canadian Food Inspection Agency (CFIA) is warning consumers with an allergy to peanuts not to eat chocolate ice cream cake manufactured by Ice Cream Unlimited Inc. of Winnipeg, Manitoba. The product contains peanut butter that is not declared on the label.
The product is sold in an 8"" round, 1.28 kg. size and bears the lot number 253C. It has been distributed to Safeway Stores in Saskatchewan, Manitoba, and Ontario.
Consumption of peanuts can cause serious allergic reactions in individuals with an allergy to peanut protein. There have been no reported illnesses associated with the consumption of this product.
The manufacturer, Ice Cream Unlimited lnc. of Winnipeg, Manitoba is voluntarily recalling the product from the marketplace. The Canadian Food Inspection Agency is monitoring the effectiveness of the recall.
For more information, media and consumers can contact:
Gordon Andrushuk Ice Cream Unlimited Inc. (204) 632-7887
OTTAWA, October 20, 1999  The Canadian Food Inspection Agency (CFIA) is warning consumers with an allergy to peanuts not to eat chocolate ice cream cake manufactured by Ice Cream Unlimited Inc. of Winnipeg, Manitoba. The product contains peanut butter that is not declared on the label.
The product is sold in an 8"" round, 1.28 kg. size and bears the lot number 253C. It has been distributed to Safeway Stores in Saskatchewan, Manitoba, and Ontario.
Consumption of peanuts can cause serious allergic reactions in individuals with an allergy to peanut protein. There have been no reported illnesses associated with the consumption of this product.
The manufacturer, Ice Cream Unlimited lnc. of Winnipeg, Manitoba is voluntarily recalling the product from the marketplace. The Canadian Food Inspection Agency is monitoring the effectiveness of the recall.
For more information, media and consumers can contact:
Gordon Andrushuk Ice Cream Unlimited Inc. (204) 632-7887
The product is sold in an 8"" round, 1.28 kg. size and bears the lot number 253C. It has been distributed to Safeway Stores in Saskatchewan, Manitoba, and Ontario.
Consumption of peanuts can cause serious allergic reactions in individuals with an allergy to peanut protein. There have been no reported illnesses associated with the consumption of this product.
The manufacturer, Ice Cream Unlimited lnc. of Winnipeg, Manitoba is voluntarily recalling the product from the marketplace. The Canadian Food Inspection Agency is monitoring the effectiveness of the recall.
For more information, media and consumers can contact:
Gordon Andrushuk Ice Cream Unlimited Inc. (204) 632-7887
Consumption of peanuts can cause serious allergic reactions in individuals with an allergy to peanut protein. There have been no reported illnesses associated with the consumption of this product.
The manufacturer, Ice Cream Unlimited lnc. of Winnipeg, Manitoba is voluntarily recalling the product from the marketplace. The Canadian Food Inspection Agency is monitoring the effectiveness of the recall.
For more information, media and consumers can contact:
Gordon Andrushuk Ice Cream Unlimited Inc. (204) 632-7887
The manufacturer, Ice Cream Unlimited lnc. of Winnipeg, Manitoba is voluntarily recalling the product from the marketplace. The Canadian Food Inspection Agency is monitoring the effectiveness of the recall.
For more information, media and consumers can contact:
Gordon Andrushuk Ice Cream Unlimited Inc. (204) 632-7887
For more information, media and consumers can contact:
Gordon Andrushuk Ice Cream Unlimited Inc. (204) 632-7887
Gordon Andrushuk Ice Cream Unlimited Inc. (204) 632-7887
For more information contact:
Canadian Food Inspection Agency Jean-Louis Michaud (613) 225-2342, ext. 3799 Pager: (613) 7600-0570
 
Canadian Food Inspection Agency Jean-Louis Michaud (613) 225-2342, ext. 3799 Pager: (613) 7600-0570
 
 ","- Undeclared
- Peanut
- Butter
- Hazard
- Chocolate
- Ice cream
- Cake
- Manufactured
- Unlimited
- Incident
- Food-related
- Hazard-related
- Precautionary
- Labeling

Terms related to food: 

- Undeclared
- Peanut
- Butter
- Hazard
- Chocolate
- Ice cream
- Cake

Terms related to hazard: 

- Undeclared
- Hazard
- Chocolate",allergens,ices and desserts,peanuts and products thereof,ice cream
1999,10,28,au,Pura And Woolworths—Whole Milk,"PRA No. 1999/4128 Date published 28 Oct 1999 Product description Pura Whole Milk 1 Litre Carton; Woolworths Whole Milk 1 Litre Carton And 600ml Carton; Use By Date 31 October. What are the defects? May Contain Listeria Monocytogenes. This Bacteria Can Cause Serious Illness In Pregnant Women, The Elderly, Young Babies And People With Low Immune Systems. What are the hazards? Contamination What should consumers do? Immediately Dispose Of Products Bearing Code Ub Mdp 31 Oct And Advise Toll Free Customer Relations Number 1800 677 852. Supplier National Foods Limited Coordinating agency Food Standards Australia New Zealand is the coordinating agency for this recall. Product category Eggs and dairy × Close","1. Whole Milk
2. Hazard
3. Food
4. Pura
5. Woolworths
6. Milk

This title contains the following food-related terms:
1. Milk
2. Food

And the following hazard-related terms:
1. Hazard",biological,"meat, egg and dairy products",listeria monocytogenes,milk
1999,11,17,au,John West—Scottish sardines In vegetable oil,PRA No. 1999/4147 Date published 17 Nov 1999 Product description Batch Code L9166 - Stamped On End Of Cardboard Pack. Can Inserted Into A Cardboard Pack. 110gm. Country Of Origin: Scotland (arrived 18 Aug 99). What are the defects? Possibility Of Seam Defects In Small Number Of Cans. What are the hazards? Contamination What should consumers do? Return The Product To The Place Of Purchase For A Full Refund. Supplier Unilever Foods Coordinating agency Food Standards Australia New Zealand is the coordinating agency for this recall. Product category Groceries × Close,"** 

* sardines
* vegetable oil
* hazard
* extract
* food-related 

These terms relate to food and are likely to be found in a title related to food or food products. They can be used in a sentence to describe the content of the title.",packaging defect,seafood,packaging defect,sardines
1999,12,30,au,Simplot Australia—Frozen Neptune Black Tiger Prawns,"PRA No. 2000/4199 Date published 30 Dec 1999 Product description Cooked And Peeled With Tails. Product Of Thailand. Best Before Date Of 31/03/2001. Sold Through Wholesale Outlets In Nsw And Wa Between 29/11/99 And 24/12/99. What are the defects? May Contain Harmful Microbiological Bacteria Vibrio Cholera. What are the hazards? Contamination What should consumers do? Return To Point Of Purchase. Supplier Simplot Australia Pty Limited Where the product was sold New South Wales Western Australia Coordinating agency Food Standards Australia New Zealand is the coordinating agency for this recall. Product category Meat, seafood and deli × Close","Frozen, Tiger Prawns, Hazard, Simplot

Extracted terms:
- Frozen
- Tiger Prawns
- Hazard
- Simplot

Hazard-related terms: Frozen, Tiger Prawns, Hazard

Food-related terms: Tiger Prawns, Simplot, Frozen

Note: Hazard is also a term related to food safety and handling, but in this context, it is likely referring to a potential risk or danger associated with the food itself rather than a hazard caused by",biological,seafood,vibrio spp,prawns
2000,1,7,au,Woolworths Limited—Homebrand Corn & Chicken flavour noodles,"PRA No. 2000/4205 Date published 7 Jan 2000 Product description Best Before Oct 2000. 85g. Lot Code: Apn: 9300633611125. Clear Cellophane Packet. Sold At Woolworths Supermarkets, Food For Less And Flemings Food Stores In Nsw And Act Only Between 1 And 20 December 1999. What are the defects? May Contain Fine Aluminium Wire Fragments. What are the hazards? Contamination What should consumers do? Return To Place Of Purchase For A Full Cash Refund. If Further Information Is Required Call Toll Free 1800 703 009. Supplier Woolworths Ltd Where the product was sold Australian Capital Territory New South Wales Coordinating agency Food Standards Australia New Zealand is the coordinating agency for this recall. Product category Groceries × Close","- Corn
- Chicken
- Noodles
- Flavor
- Limited 
- Homebrand 
- Woolworths 
- Limited 
- Homebrand 
- Hazard 
- Limited 
- Hazard 
- Limited 
- Hazard 

**Updated List:**

- Corn",chemical,prepared dishes and snacks,chemical compound (high content),noodles
2000,2,24,au,Valcorp Fine Foods—Gee Vee mild chillies in brine,PRA No. 2000/4241 Date published 24 Feb 2000 Product description Use By Date: 19.01.02. Batch Code: Gva 14010 & Gva 21010. 420g. Jar. Country Of Origin; Australia. Distributed Via Safeway In Victoria And Davids In Nsw & Act. Product Has Been On The Market Since 25.01.00. What are the defects? Tests Have Detected Variation In Yeast And Bacteria Microbial Levels. What are the hazards? Contamination. What should consumers do? Return The Product To The Point Of Purchase For An Immediate Full Cash Refund. For Further Information Please Call (03) 9429 5999. Supplier Valcorp Fine Foods Pty Ltd Where the product was sold Australian Capital Territory New South Wales Victoria Coordinating agency Food Standards Australia New Zealand is the coordinating agency for this recall. Product category Groceries × Close,"mild chillies, brine

Hazards: food poisoning, foodborne illness

Food-related terms: chillies, brine, Gee Vee

Hazard-related terms: food poisoning, foodborne illness

Note: The term 'Gee Vee' is likely a brand name or a product name, but its relevance to the terms 'food poisoning' and 'foodborne illness' is not immediately apparent.",biological,fruits and vegetables,yeasts,chillies
2000,3,8,au,Pauls—Breaka chocolate UHT milk,"PRA No. 2000/4261 Date published 8 Mar 2000 Product description 250ml Single Pack And 6 X 250ml Multi Packs With Drinking Straw. Use By Dates 21/9/2000, 22/9/2000 & 23/9/2000. Teta Packs. What are the defects? DUE TO THE INTERMITTENT MALFUNCTION OF A PACKAGING MACHINE, SOME PACKS MAY ALLOW AIR TO ENTER THE PACKS CAUSING THE CONTENTS TO SPOIL. What are the hazards? Contamination. What should consumers do? Return The Product To The Point Of Purchase For An Immediate Cash Refund. For Further Information Please Call 1800 676 961. Supplier Pauls Ltd Where the product was sold Nationally Coordinating agency Food Standards Australia New Zealand is the coordinating agency for this recall. Product category Eggs and dairy × Close","- UHT
- Milk
- Chocolate
- Breaka
- Hazard
- Extract

Extracted terms:

- UHT
- Milk
- Chocolate
- Breaka
- Hazard
- Extract
- Pauls 
- Breaka 
- Hazard 
- Pauls 
- Chocolate 
- UHT 
- Milk 
- Extract 
- Hazard 
- Pauls 
- Chocolate 
- UHT 
- Milk 
- Extract 
- Pauls 
- Breaka",organoleptic aspects,"meat, egg and dairy products",spoilage,other dairy products
2000,5,4,au,Coles Supermarkets—Farmland sausage meat,"PRA No. 2000/4324 Date published 4 May 2000 Product description 500gm. Use By Date - 17 May 2000. Distributed In Coles Supermarkets In Victoria Today, Thursday 4 May 2000. What are the defects? May Contain Metal Fragments. What are the hazards? Contamination What should consumers do? Return To Your Nearest Coles Supermarket For A Full Refund Or Exchange. For Further Information Contact Coles Customer Information Line On 1800 061 562. Supplier Coles Supermarkets Australia Pty Ltd Where the product was sold Victoria Coordinating agency Food Standards Australia New Zealand is the coordinating agency for this recall. Product category Meat, seafood and deli × Close","1. Coles
2. Supermarkets
3. Farmland
4. Sausage meat
5. Hazard
6. Food
7. Supermarkets
8. Food safety
9. Hazardous substances

Hazard-related terms:

1. Hazard
2. Food safety
3. Hazardous substances

Food-related terms:

1. Sausage meat",foreign bodies,"meat, egg and dairy products",metal fragment,sausage
2000,8,12,au,Norco Co-Operative—Richmond Vanilla Icecream,"PRA No. 2000/4573 Date published 12 Aug 2000 Product description 8 Litre White Plastic Container. Best Before 27/09/02. Distributed via route trade (corner stores, Farmer Charlie, etc.) Company advised that this product is not distributed via the major retailers. What are the defects? Possible glass fragment contamination. What are the hazards? Contamination. What should consumers do? Do not consumer this product. Return to the point of purchase for a full refund. For further information please contact Norco Co-Op. on (02) 6627 8113. Supplier Norco Co-Operative Ltd Where the product was sold New South Wales Queensland Coordinating agency Food Standards Australia New Zealand is the coordinating agency for this recall. Product category Confectionery Eggs and dairy × Close","Food Hazards
Co-operative
Richmond
Hazards
Co-op
Richmond
Food
Richmond",foreign bodies,ices and desserts,glass fragment,ice cream
2000,8,21,au,National Foods Ltd—Fruche,"PRA No. 2000/4389 Date published 21 Aug 2000 Product description Fresh Dairy Food Product. All varieties, flavours and package sizes. All use by dates up to and including 24 July 2000. What are the defects? Metal fragment contamination accidentally introduced during manufacture. What are the hazards? Contamination What should consumers do? Contact National Foods immediately on 1800 677 852 to arrange for refund and collection. Supplier National Foods Ltd Where the product was sold Nationally Coordinating agency Food Standards Australia New Zealand is the coordinating agency for this recall. Product category Eggs and dairy × Close","Fruche, National Foods Ltd, Hazard, Food safety, Food handling, Food products, Food industry, Food processing, Food packaging, Food contamination, Food waste, Food hygiene, Food safety measures, Food storage, Food preparation, Food handling safety.

Extracted terms:

1. Fruche
2. National Foods Ltd
3. Hazard
4. Food safety
5. Food handling
6. Food products
7. Food industry
8. Food processing
9. Food packaging
10",foreign bodies,"meat, egg and dairy products",metal fragment,cream cheese
2000,8,21,au,Pixie Ice Cream—Berry Koolick flavour Ice Blocks,"PRA No. 2000/4385 Date published 21 Aug 2000 Product description Home Ice Cream Brand. Date marking: 20/6/2002, 21/6/2002. Boxes of 30 ice blocks that are not sold individually. Distribution in NSW and Qld by home vending, not distributed through supermarkets. What are the defects? May be contaminated with listeria monocytogenes. What are the hazards? Contamination. What should consumers do? Contact your distributor. Supplier Pixie Ice Cream Where the product was sold New South Wales Queensland Coordinating agency Food Standards Australia New Zealand is the coordinating agency for this recall. Product category Confectionery × Close","**

1. Ice Cream
2. Berry
3. Koolick
4. Flavour
5. Hazard

**Notes:**

* 'Berry' refers to the food item 'Ice Cream—Berry Koolick flavour Ice Blocks'.
* 'Koolick' is likely a typo or a misnomer for 'Ice Cream', and 'Flavour' is a common term used to",biological,ices and desserts,listeria monocytogenes,ice cream
2000,8,25,au,Fidlers Choice—Tasty Cheese,"PRA No. 2000/4417 Date published 25 Aug 2000 Product description Use by date 28 November 2000. Batch Code: 24 July 2000. 380g Vacuum sealed. Sold in Victoria, Melbourne Metro only. Distributed via small independent supermarkets. What are the defects? Listeria monocytogenes contamination which may cause illness in pregnant women, the very young, the elderly and people with low immune systems. What are the hazards? Contamination. What should consumers do? Return the product to point of purchase for an immediate full cash refund. Supplier G.S. Fidler Investments Pty Ltd Where the product was sold Victoria Coordinating agency Food Standards Australia New Zealand is the coordinating agency for this recall. Product category Eggs and dairy × Close","Fidlers, Cheese, Choice, Hazard.

Extracting food-related and hazard-related terms from the title: 

Fidlers (food-related term) 
Choice (food-related term) 
Hazard (hazard-related term)

Note: Hazard is a general term that can also relate to food safety and quality, but in this context, it is used to describe a risk or threat.",biological,"meat, egg and dairy products",listeria monocytogenes,cheese
2000,8,25,au,Delight Dim Sum—Siu Mai,PRA No. 2000/4416 Date published 25 Aug 2000 Product description 500g. Siu Mai (Steam 15 minutes). All product manufactured prior to 7 August 2000. Product manufactured prior to this date does not have either a best before or use by date. Distributed mainly to Asian supermarkets. What are the defects? Incorrect labelling. Product contains peanuts that are not listed on ingredient label. Presence of peanuts may cause an allergic reaction in some people. What are the hazards? Adverse Reaction. What should consumers do? Return to the place of purchase for a full refund. For further information contact Delight Dim Sum on (02) 9580 0983. Supplier Delight Dim Sum Where the product was sold New South Wales Coordinating agency Food Standards Australia New Zealand is the coordinating agency for this recall. Product category Groceries × Close,"- Dim sum
- Siu mai
- Hazard
- Food

Hazard-related terms: 
- Dim sum
- Hazard
- Food

Food-related terms: 
- Dim sum
- Siu mai
- Food
- Hazard

Extracted terms: 
- Dim sum
- Siu mai
- Hazard
- Food

**Note:** There are no additional extracted terms beyond the ones already listed. The extracted terms are the ones that contain the words ""dim sum",allergens,prepared dishes and snacks,peanuts and products thereof,ready to eat - cook meals
2000,9,21,au,Franklins Ltd—First Choice Young Corn Cuts,PRA No. 2000/4476 Date published 21 Sep 2000 Product description All Batch Codes. Ring Pull Can 425g. Product of Thailand. What are the defects? Cans may have a manufacturing fault that may cause a build up of gas and the can to swell. What should consumers do? Return to your nearest Franklins store for a full refund. For enquiries please phone Franklins Customer Relations Hotline 1800 621 111. Supplier Franklins Ltd Where the product was sold Australian Capital Territory New South Wales Queensland Coordinating agency Food Standards Australia New Zealand is the coordinating agency for this recall. Product category Fruit and veg × Close,"Food-related terms: 
Hazard-related terms: 
Other terms: 

Food-related terms: 
Young Corn Cuts 

Hazard-related terms: 
First Choice 

Other terms: 
Franklins Ltd 

Note: The term 'Young Corn Cuts' is food-related. 'First Choice' is a company name and could be considered a hazard-related term as it may imply a product or service that is hazardous to one's health if not handled properly. 'Franklins Ltd'",packaging defect,cereals and bakery products,packaging defect,corn
2000,10,26,au,Buderim Ginger Ltd—Ginger Lemon & Lime Marmalade,PRA No. 2000/4513 Date published 26 Oct 2000 Product description Best Before 08 May 02. EAN 9310371190158. 450g Glass Jar. Bottled in NSW. On the marketplace for 5 months. What are the defects? Possible glass fragment contaminaton. What are the hazards? Contamination What should consumers do? Return the product to the store where it was purchased for a full refund. Enquiries can be directed to Freecall 1800 067 686. Supplier Buderim Ginger Ltd Where the product was sold Australian Capital Territory New South Wales Queensland South Australia Victoria Coordinating agency Food Standards Australia New Zealand is the coordinating agency for this recall. Product category Groceries × Close,"ginger, lemon, lime, marmalade, hazard, extract, food-related

**Hazard-related terms:**

* ginger
* marmalade

**Food-related terms:**

* ginger
* lemon
* lime
* marmalade
* extract
* food
* hazard",foreign bodies,confectionery,glass fragment,jam
